1,8,1
1,15,1
1,15,1
1,17,1
2,17,1
2,1,1
2,4,1
2,6,1
3,6,1
3,6,1
3,17,1
3,18,1
4,7,1
4,19,1
4,19,1
4,6,1
5,9,1
5,3,1
5,4,1
5,8,1
6,14,1
6,11,1
6,1,1
6,4,1
7,4,1
7,14,1
7,1,1
7,19,1
8,5,1
8,7,1
8,15,1
8,3,1
9,17,1
9,2,1
9,11,1
9,13,1
10,14,1
10,10,1
10,7,1
10,9,1
11,2,1
11,12,1
11,16,1
11,8,1
12,8,1
12,1,1
12,4,1
12,15,1
13,19,1
13,11,1
13,12,1
13,3,1
14,10,1
14,16,1
14,6,1
14,1,1
15,14,1
15,18,1
15,4,1
15,5,1
16,19,1
16,8,1
16,2,1
16,15,1
17,9,1
17,14,1
17,13,1
17,2,1
18,11,1
18,18,1
18,2,1
18,13,1
19,15,1
19,11,1
19,13,1
19,1,1
