1,8364,40076
1,5867,42510
1,432,9959
1,21,13946
1,4002,5984
2,5133,25707
2,6318,33339
2,7819,29118
2,4863,20680
2,4960,36841
3,6354,37705
3,9524,13520
3,667,8063
3,3362,35095
3,3266,20167
4,6528,9567
4,4040,37495
4,4822,18655
4,5927,5274
4,2622,5007
5,7324,45297
5,2952,1767
5,5793,16459
5,9444,8055
5,3447,37588
6,5282,15125
6,7714,26939
6,592,38016
6,7430,40446
6,4301,17712
7,7547,8237
7,8416,10134
7,1981,46232
7,7132,33623
7,3271,40605
8,8263,13416
8,7349,26842
8,496,4446
8,8756,9870
8,3642,26697
9,4539,45639
9,3175,26307
9,7414,39456
9,3373,41298
9,1770,49872
10,806,20825
10,8068,44682
10,8571,8296
10,5620,14481
10,1851,20908
11,7109,48835
11,4243,4654
11,2159,36390
11,3629,35589
11,8554,16962
12,3751,15233
12,8446,45596
12,175,42886
12,8913,43835
12,261,7044
13,1247,5682
13,1643,46073
13,4490,27152
13,908,28029
13,8501,21741
14,5267,16680
14,6871,15635
14,2796,45113
14,8385,8110
14,5221,37032
15,6534,44449
15,615,45307
15,2780,41802
15,6254,46225
15,5338,7068
16,6250,9247
16,3941,40096
16,1462,36030
16,6538,13600
16,44,28686
17,9112,2317
17,780,37445
17,4126,447
17,2043,28216
17,2374,46544
18,9731,34331
18,5245,35128
18,9014,16740
18,1536,1713
18,2881,37908
19,5082,3140
19,9631,36093
19,7209,34358
19,6801,4746
19,8562,20762
20,5792,42596
20,874,47137
20,1488,31344
20,2747,38915
20,2956,2304
21,2686,33174
21,6598,10370
21,911,38323
21,6200,2253
21,1973,6252
22,1357,37222
22,3006,15557
22,1216,28097
22,107,1950
22,3284,10671
23,6233,22822
23,1991,33170
23,1653,8898
23,529,28075
23,7382,1763
24,7075,25274
24,8756,42539
24,7520,33855
24,254,43030
24,7422,25212
25,3439,15986
25,1374,39779
25,2188,8825
25,6821,5496
25,4426,43881
26,9362,46969
26,9606,25280
26,4935,48518
26,8489,35522
26,4062,12463
27,4732,35114
27,9926,20978
27,497,42943
27,2967,17687
27,6274,48755
28,3591,45362
28,3820,28124
28,4659,12270
28,1121,43862
28,8018,9904
29,9317,1047
29,1474,24207
29,8120,39018
29,6541,45572
29,1963,6940
30,1874,46644
30,2851,7258
30,5449,12377
30,4177,6713
30,2254,32227
31,8723,49051
31,5953,27585
31,8364,49328
31,8985,48347
31,1389,12366
32,6398,35221
32,4551,28653
32,5668,20430
32,2471,29550
32,6793,9711
33,5628,193
33,847,15901
33,3495,36864
33,6139,6459
33,9492,5043
34,2880,48429
34,3404,2743
34,2853,18657
34,5876,9358
34,7089,10645
35,936,15124
35,5861,22795
35,7498,17717
35,624,23618
35,8039,16480
36,1121,44908
36,5268,7855
36,6012,23116
36,2573,27635
36,4013,5903
37,2480,12401
37,3573,35870
37,6154,17859
37,3587,7015
37,7156,40521
38,6143,33929
38,7743,9269
38,8453,45856
38,8687,38635
38,7159,41529
39,5060,48146
39,6956,9369
39,2836,34772
39,4281,6868
39,3363,34416
40,7401,22516
40,9980,45506
40,6498,40652
40,5614,23244
40,4360,40532
41,1068,47953
41,2197,14379
41,9119,49476
41,8441,8194
41,889,31822
42,9260,3920
42,869,26465
42,5172,21690
42,714,48128
42,5938,8155
43,8000,35735
43,8579,17416
43,9862,11876
43,3225,18196
43,734,2878
44,1196,27301
44,2729,45716
44,4801,10010
44,1473,48111
44,9732,32100
45,7104,20416
45,1297,32151
45,8470,6969
45,960,12516
45,363,5828
46,8788,10751
46,1800,37801
46,7277,42977
46,2602,42954
46,9711,45913
47,7154,17889
47,5043,44424
47,9292,33716
47,6932,27217
47,5490,29320
48,1603,10566
48,1815,20065
48,7093,1181
48,7207,49040
48,9250,46715
49,1245,38196
49,41,30202
49,5609,34942
49,4812,11533
49,8951,36787
50,5340,40757
50,8054,41256
50,3828,29811
50,8030,40439
50,5139,18457
51,1914,2066
51,7701,48742
51,1259,20771
51,4995,18930
51,9971,41339
52,9823,41051
52,4401,8006
52,802,26444
52,1316,1487
52,4233,15837
53,8622,35296
53,674,6666
53,4228,30210
53,6719,31987
53,1743,6515
54,4701,16068
54,2901,27112
54,3482,19650
54,7006,15811
54,4704,48043
55,2370,27428
55,6829,2373
55,6005,23821
55,8367,15060
55,5085,40097
56,1276,26281
56,5249,11099
56,9318,36882
56,8327,11336
56,5429,42906
57,6687,34090
57,5123,27214
57,3684,2944
57,6816,9154
57,8376,2730
58,454,45019
58,8418,6593
58,7975,11302
58,5755,31657
58,1157,2174
59,3882,11537
59,1004,39871
59,2439,38914
59,8742,46154
59,8472,3357
60,7402,38769
60,7725,27032
60,877,14967
60,9914,45647
60,7081,25194
61,8453,31398
61,5581,41736
61,8134,34855
61,8339,26440
61,5181,9970
62,1331,17969
62,9918,20899
62,5405,5962
62,5946,26532
62,4943,7823
63,6090,2628
63,6340,3860
63,5952,46946
63,2147,40516
63,5501,37720
64,7451,46272
64,8574,24143
64,3656,44354
64,1938,1181
64,3619,34071
65,872,42959
65,181,23840
65,7932,35265
65,6674,3747
65,6986,30352
66,6115,20797
66,2975,6317
66,4667,12380
66,3794,10015
66,974,41522
67,5784,20840
67,5520,34197
67,6747,42952
67,917,24598
67,6703,3893
68,8034,18381
68,7490,47192
68,1016,18187
68,726,7819
68,1536,46511
69,1575,30500
69,307,31395
69,2560,48280
69,2984,43291
69,2224,49661
70,7482,21589
